"COLLPER","SELUNIT_ID","PSUIX","SEGID","LINEID","DSCOPSTT","INITSTAT","TENURE","COUNTY","STATE","CPMOVIN","LGHOCC","RNTC","RSPCODC","t_prcuse6","NOBED","NOHBH","NOFULBH","TYSTRC","tystrc_desc","ECRNTCL","PURNTCL","Collected_Or_Imputed","COMPLEX","SECTORID","UTAPT","UTCITY","UTSENA","UTSENO","UTSTATE","UTZIP"
"202603",267979,"S35B","B0070",579,"I","S","R","086","FL","202306",28,4200,"99","J","3","1","2","1","Single Detached",4549.33882904601,4585.08502746247,"Imputed","MYSTIC POINTED 600",1,"TH6","AVENTURA","MYSTIC POINTE DR","3475","FL","331802896"
"202603",267980,"S35B","B0070",625,"I","S","R","086","FL","202301",33,3000,"99","J","2","0","2","12","Multi, 50 units",3249.86530195579,3258.9310451861,"Imputed","TOWER 500",1,"407","AVENTURA","MYSTIC POINTE DR","3530","FL","331804525"
"202603",268121,"S35B","B0079",274,"I","S","R","086","FL","201001",189,1650,"99","J","4","0","2","2","Single Attached",2169.77018000427,2286.36105269522,"Imputed","",1,"","HIALEAH","W 37TH ST","1145","FL","330124941"
"202603",268127,"S35B","B0079",698,"I","S","R","086","FL","200101",297,1200,"99","J","3","1","1","2","Single Attached",1825.00142500778,1885.70784770733,"Imputed","",1,"","HIALEAH","W 37TH TER","825","FL","330128215"
"202603",268156,"S35B","B0081",74,"I","S","R","086","FL","202112",46,1500,"01","Y","2","0","1","2","Single Attached",1488.46463148901,1439.51192386088,"Collected","",1,"","HIALEAH","E 10TH ST","556","FL","330103634"
"202603",268161,"S35B","B0081",202,"I","S","R","086","FL","201101",177,8888,"02","J","3","0","2","7","Multi, 2 units",2454.55292050576,2474.5958533433,"Imputed","",1,"","HIALEAH","E 10TH PL","670","FL","330103667"
"202603",268268,"S35B","B0090",28,"I","S","R","086","FL","201512",118,1000,"99","J","2","0","1","2","Single Attached",1234.72941148213,1095.888405581,"Imputed","",1,"1","MIAMI","NW 15TH AVE","4711","FL","331424108"
"202603",268269,"S35B","B0090",82,"I","S","R","086","FL","201712",94,2700,"99","J","3","0","1","1","Single Detached",2837.42303811851,2802.94855138524,"Imputed","",1,"","MIAMI","NW 15TH CT","4737","FL","331424118"
"202603",268270,"S35B","B0090",126,"I","S","R","086","FL","202404",18,2100,"99","J","1","0","1","2","Single Attached",2189.71579366684,2129.75437559148,"Imputed","",1,"","MIAMI","NW 16TH AVE","4641","FL","331424124"
"202603",268271,"S35B","B0090",175,"I","S","R","086","FL","202303",31,2300,"99","J","2","0","1","2","Single Attached",2200.87223026817,2262.50811757583,"Imputed","",1,"","MIAMI","NW 46TH ST","1328","FL","331424144"
"202603",268272,"S35B","B0090",230,"I","S","R","086","FL","201604",114,510,"99","J","2","0","1","2","Single Attached",1725.56475480187,1615.183593403,"Imputed","",1,"","MIAMI","NW 46TH ST","1232","FL","331424174"
"202603",268273,"S35B","B0090",276,"I","S","R","086","FL","201903",79,1200,"99","J","3","0","2","2","Single Attached",1959.21728937468,2207.08477547213,"Imputed","",1,"","MIAMI","NW 14TH AVE","4522","FL","331427911"
"202603",268274,"S35B","B0090",326,"I","S","R","086","FL","202308",26,2200,"99","J","2","0","1","2","Single Attached",2289.73896943953,2230.20460824604,"Imputed","",1,"","MIAMI","NW 44TH ST","1511","FL","331427928"
"202603",268275,"S35B","B0090",382,"I","S","R","086","FL","",0,1700,"99","J","2","0","1","2","Single Attached",1858.09642712674,1778.85526745543,"Imputed","",1,"","MIAMI","NW 45TH ST","1518","FL","331427937"
"202603",268276,"S35B","B0090",439,"I","S","R","086","FL","199804",330,1475,"99","J","2","0","1","2","Single Attached",1773.49226464311,1645.809255672,"Imputed","",1,"","MIAMI","NW 44TH ST","1252","FL","331427970"
"202603",268279,"S35B","B0091",161,"I","S","R","086","FL","202105",53,1275,"99","J","1","0","1","9","Multi, 5-9 units",1572.62221649344,1452.00605929957,"Imputed","",1,"2","MIAMI","NW 29TH ST","1910","FL","331425965"
"202603",268284,"S35B","B0091",898,"I","S","R","086","FL","202106",52,1800,"99","J","2","0","1","7","Multi, 2 units",1883.10987359563,1873.95348200207,"Imputed","",1,"","MIAMI","NW 21ST AVE","3123","FL","331428513"
"202603",268285,"S35B","B0091",1050,"I","S","R","086","FL","202003",67,280,"99","J","1","0","1","8","Multi, 3-4 units",1783.69043173152,1611.51514386698,"Imputed","",1,"3","MIAMI","NW 31ST ST","2010","FL","331428572"
"202603",268574,"S35B","B0113",48,"I","S","R","086","FL","202211",35,8500,"99","J","4","0","3","1","Single Detached",9508.04224566139,9711.59090505699,"Imputed","",1,"","MIAMI","SW 26TH ST","6236","FL","331553011"
"202603",268580,"S35B","B0113",124,"I","S","R","086","FL","201206",160,850,"99","J","2","0","2","1","Single Detached",1046.7587234666,1007.57401732612,"Imputed","",1,"","MIAMI","SW 32ND ST","6256","FL","331553035"
"202603",268581,"S35B","B0113",132,"I","S","R","086","FL","202012",58,2000,"99","J","3","0","2","1","Single Detached",2281.32944006544,2361.85087915701,"Imputed","",1,"","MIAMI","SW 63RD AVE","2845","FL","331553043"
"202603",268590,"S35B","B0113",308,"I","S","R","086","FL","202005",65,1000,"99","J","1","0","1","1","Single Detached",1233.50983703196,1125.58812282663,"Imputed","",1,"","MIAMI","SW 27TH ST","6090","FL","331553174"
"202603",268596,"S35B","B0113",413,"I","S","R","086","FL","201904",78,2200,"99","J","4","0","2","1","Single Detached",2460.90505181825,2529.06312520792,"Imputed","",1,"","MIAMI","SW 33RD ST","6269","FL","331554908"
"202603",269575,"S35B","B0168",889,"I","S","R","099","FL","201805",89,2116,"01","Y","1","0","1","9","Multi, 5-9 units",2169.55870542846,2169.55870542846,"Collected","",1,"304","WEST PALM BEACH","PORTOFINO WAY","4430","FL","334097894"
"202603",269576,"S35B","B0168",1027,"I","S","R","099","FL","202006",64,1877,"01","Y","1","0","1","9","Multi, 5-9 units",1860.22442110675,1860.22442110675,"Collected","",1,"104","WEST PALM BEACH","PORTOFINO WAY","4570","FL","334098108"
"202603",269577,"S35B","B0168",1162,"I","S","R","099","FL","202507",3,2350,"01","Y","2","0","2","9","Multi, 5-9 units",2327.44773348973,2327.48984467314,"Collected","",1,"203","WEST PALM BEACH","PORTOFINO WAY","4470","FL","334098131"
"202603",269578,"S35B","B0168",1297,"I","S","R","099","FL","202002",68,1960,"01","Y","1","0","1","9","Multi, 5-9 units",1943.49337114388,1943.49337114388,"Collected","",1,"206","WEST PALM BEACH","PORTOFINO WAY","4610","FL","334098150"
"202603",269579,"S35B","B0168",1433,"I","S","R","099","FL","201910",72,1946,"01","Y","1","0","1","9","Multi, 5-9 units",1930.03171415032,1930.03171415032,"Collected","",1,"207","WEST PALM BEACH","PORTOFINO WAY","4670","FL","334098167"
"202603",269580,"S35B","B0168",1574,"I","S","R","099","FL","201811",83,2204,"01","Y","2","0","2","9","Multi, 5-9 units",2256.85104596985,2256.85104596985,"Collected","",1,"104","WEST PALM BEACH","PORTOFINO WAY","4740","FL","334098180"
"202603",269581,"S35B","B0168",1737,"I","S","R","099","FL","201807",87,2100,"01","Y","2","0","2","9","Multi, 5-9 units",2135.33825156365,2135.14543143538,"Collected","",1,"201","WEST PALM BEACH","SAN MARINO BLVD","4041","FL","334098620"
"202603",269883,"S35B","B0186",147,"I","S","R","099","FL","202111",47,2906,"99","J","2","0","2","10","Multi,10-19 units",3031.1675795956,3016.48135666618,"Imputed","",1,"1034","BOCA RATON","TOWN BAY DR","5880","FL","334868714"
"202603",269884,"S35B","B0186",193,"I","S","R","099","FL","202307",27,1975,"99","J","1","0","1","10","Multi,10-19 units",2059.32857685534,2049.35060025883,"Imputed","",1,"612","BOCA RATON","TOWN BAY DR","5801","FL","334868723"
"202603",269885,"S35B","B0186",238,"I","S","R","099","FL","202307",27,3090,"99","J","3","0","2","10","Multi,10-19 units",3220.73207172358,3205.13391676194,"Imputed","",1,"723","BOCA RATON","TOWN BAY DR","5921","FL","334868731"
"202603",269886,"S35B","B0186",285,"I","S","R","099","FL","201404",138,1934,"99","J","1","0","1","10","Multi,10-19 units",2016.72271217067,2006.95161996559,"Imputed","",1,"311","BOCA RATON","TOWN BAY DR","5820","FL","334868743"
"202603",269887,"S35B","B0186",330,"I","S","R","099","FL","202306",28,2525,"99","J","2","0","2","10","Multi,10-19 units",2630.70245964905,2617.95624806669,"Imputed","",1,"225","BOCA RATON","TOWN BAY DR","5840","FL","334868751"
"202603",269888,"S35B","B0186",382,"I","S","R","099","FL","202403",19,2096,"99","J","1","0","1","11","Multi, 20-49 units",2188.06315349177,2177.3653260956,"Imputed","",1,"116","BOCA RATON","TOWN LAKES DR","21391","FL","334868804"
"202603",269889,"S35B","B0186",429,"I","S","R","099","FL","202407",15,1980,"99","J","1","0","1","11","Multi, 20-49 units",2065.69519113131,2055.63065206579,"Imputed","",1,"234","BOCA RATON","TOWN LAKES DR","21427","FL","334868816"
"202603",269890,"S35B","B0186",477,"I","S","R","099","FL","202206",40,2504,"99","J","2","0","2","11","Multi, 20-49 units",2612.51528726327,2599.77719338511,"Imputed","",1,"616","BOCA RATON","TOWN LAKES DR","21446","FL","334868834"
"202603",269891,"S35B","B0186",522,"I","S","R","099","FL","202412",10,2298,"99","J","2","0","2","11","Multi, 20-49 units",2392.86141788117,2381.19149286033,"Imputed","",1,"923","BOCA RATON","TOWN LAKES DR","21410","FL","334868847"
"202603",269892,"S35B","B0186",568,"I","S","R","099","FL","202409",13,2445,"99","J","2","0","2","11","Multi, 20-49 units",2549.22671986223,2536.79899827872,"Imputed","",1,"1318","BOCA RATON","TOWN LAKES DR","21337","FL","334868856"
"202603",269893,"S35B","B0186",614,"I","S","R","099","FL","202308",26,1990,"99","J","1","0","1","11","Multi, 20-49 units",2077.37281465147,2067.25314392537,"Imputed","",1,"1122","BOCA RATON","TOWN LAKES DR","21301","FL","334868868"
"202603",270212,"S35B","B0204",23,"I","S","R","099","FL","202203",43,600,"02","J","2","0","1","2","Single Attached",745.202114121342,697.47595072119,"Imputed","",1,"2","BELLE GLADE","SW 7TH ST","652","FL","334303358"
"202603",270216,"S35B","B0204",203,"I","S","R","099","FL","200611",227,1670,"01","Y","3","0","2","2","Single Attached",1592.10411314349,1592.10411314349,"Collected","",1,"","BELLE GLADE","SW 14TH ST","574","FL","334303727"
"202603",270217,"S35B","B0204",231,"I","S","R","099","FL","201708",98,800,"02","J","2","0","1","8","Multi, 3-4 units",796.725192618447,812.603828040698,"Imputed","",1,"7","BELLE GLADE","DR MARTIN LUTHER KING JR","1216","FL","334303745"
"202603",270218,"S35B","B0204",251,"I","S","R","099","FL","201706",100,700,"01","Y","2","0","1","8","Multi, 3-4 units",692.700116376567,692.729603898327,"Collected","",1,"3","BELLE GLADE","DR MARTIN LUTHER KING JR","948","FL","334303750"
"202603",270219,"S35B","B0204",273,"I","S","R","099","FL","201501",129,800,"01","Y","3","0","1","8","Multi, 3-4 units",841.277655326209,841.277655326209,"Collected","",1,"3","BELLE GLADE","SW 8TH ST","561","FL","334303758"
"202603",270220,"S35B","B0204",293,"I","S","R","099","FL","202001",69,800,"01","Y","2","0","1","8","Multi, 3-4 units",844.591154791374,844.591154791374,"Collected","",1,"27","BELLE GLADE","SW 9TH ST","640","FL","334303788"
"202603",270221,"S35B","B0204",313,"I","S","R","099","FL","200501",249,575,"01","Y","2","0","1","8","Multi, 3-4 units",645.817914863867,645.817914863867,"Collected","",1,"15","BELLE GLADE","SW 9TH ST","616","FL","334303793"
"202603",270223,"S35B","B0204",356,"I","S","R","099","FL","200501",249,475,"01","Y","2","0","1","2","Single Attached",497.990567716158,497.990567716158,"Collected","",1,"3","BELLE GLADE","SW 7TH ST","616","FL","334305828"
"202603",270278,"S35B","C0006",117,"I","S","R","011","FL","202305",29,2508,"50","V","3","0","2","1","Single Detached",2444.94890951549,2489.77323426636,"Imputed","",1,"","CORAL SPRINGS","NW 46TH DR","10890","FL","330762133"
"202603",270281,"S35B","C0006",261,"I","S","R","011","FL","201808",86,3643,"01","Y","4","1","2","1","Single Detached",3621.83853461238,3621.67759405553,"Collected","",1,"","CORAL SPRINGS","NW 48TH CT","11477","FL","330762145"
"202603",270283,"S35B","C0006",319,"I","S","R","011","FL","202508",2,2300,"01","Y","3","1","2","1","Single Detached",2285.79304394875,2285.45532399155,"Collected","",1,"","CORAL SPRINGS","NW 114TH DR","4763","FL","330762153"
"202603",270286,"S35B","C0006",477,"I","S","R","011","FL","202408",14,4445,"01","Y","4","0","3","1","Single Detached",4381.18547616876,4380.99405012226,"Collected","",1,"","CORAL SPRINGS","NW 108TH TER","4941","FL","330762718"
"202603",270292,"S35B","C0006",807,"I","S","R","011","FL","201910",72,3400,"01","Y","4","0","3","1","Single Detached",3379.17330312151,3379.17330312151,"Collected","",1,"","CORAL SPRINGS","NW 51ST ST","11239","FL","330762773"
"202603",270296,"S35B","C0006",1014,"I","S","R","011","FL","200808",206,2000,"01","Y","3","1","2","2","Single Attached",1991.01971187753,1991.00413151183,"Collected","",1,"","CORAL SPRINGS","NW 57TH ST","10535","FL","330762807"
"202603",270301,"S35B","C0006",1108,"I","S","R","011","FL","202005",65,4100,"01","Y","5","1","3","1","Single Detached",4076.67040081742,4076.49528759923,"Collected","",1,"","CORAL SPRINGS","NW 112TH TER","5183","FL","330763002"
"202603",270459,"S35B","C0026",868,"I","S","R","011","FL","202410",12,2500,"02","J","2","0","2","10","Multi,10-19 units",2517.13151718051,2501.56911388179,"Imputed","",1,"APT 403","POMPANO BEACH","S CYPRESS BEND DR","2205","FL","330694455"
"202603",270462,"S35B","C0026",1183,"I","S","R","011","FL","201405",137,1900,"02","J","2","0","2","10","Multi,10-19 units",1909.83337577113,1940.83269536772,"Imputed","",1,"APT 203","POMPANO BEACH","N CYPRESS BEND DR","2226","FL","330694486"
"202603",270468,"S35B","C0026",1754,"I","S","R","011","FL","202208",38,1850,"02","J","2","0","2","10","Multi,10-19 units",1859.74245723532,1889.92872978169,"Imputed","",1,"APT 410","POMPANO BEACH","S CYPRESS BEND DR","2334","FL","330695626"
"202603",270531,"S35B","C0033",34,"I","S","R","011","FL","201508",122,535,"01","Y","1","0","1","8","Multi, 3-4 units",1632.27652926235,1577.16832771639,"Collected","",1,"APT 4","FORT LAUDERDALE","SE 18TH CT","408","FL","333162826"
"202603",270534,"S35B","C0033",248,"I","S","R","011","FL","202408",14,3359,"01","Y","2","0","2","12","Multi, 50 units",3353.45977756977,3353.45977756977,"Collected","10X FT LAUDERDALE",1,"APT 1141","FORT LAUDERDALE","SE 10TH AVE","1919","FL","333162996"
"202603",270535,"S35B","C0033",316,"I","S","R","011","FL","202501",9,2800,"50","V","2","0","2","12","Multi, 50 units",2740.81149117296,2791.18110486684,"Imputed","10X FT LAUDERDALE",1,"APT 3133","FORT LAUDERDALE","SE 10TH AVE","1919","FL","333163171"
"202603",270536,"S35B","C0033",382,"I","S","R","011","FL","202210",36,3330,"01","Y","2","0","2","12","Multi, 50 units",3324.45311464442,3324.45311464442,"Collected","10X FT LAUDERDALE",1,"APT 5115","FORT LAUDERDALE","SE 10TH AVE","1919","FL","333163178"
"202603",270537,"S35B","C0033",448,"I","S","R","011","FL","202111",47,2547,"01","Y","1","0","1","12","Multi, 50 units",2542.80069129687,2542.80069129687,"Collected","10X FT LAUDERDALE",1,"APT 6139","FORT LAUDERDALE","SE 10TH AVE","1919","FL","333163185"
"202603",270538,"S35B","C0033",514,"I","S","R","011","FL","202111",47,3298,"01","Y","2","0","2","12","Multi, 50 units",3292.53473547998,3292.53473547998,"Collected","10X FT LAUDERDALE",1,"APT 8122","FORT LAUDERDALE","SE 10TH AVE","1919","FL","333163192"
"202603",270539,"S35B","C0033",584,"I","S","R","011","FL","202503",7,1300,"50","V","2","0","1","9","Multi, 5-9 units",5687.98762196595,5824.5095652762,"Imputed","",1,"APT A","FORT LAUDERDALE","MIAMI RD","2110","FL","333163566"
"202603",270540,"S35B","C0033",680,"I","S","R","011","FL","202306",28,1950,"50","V","1","0","1","12","Multi, 50 units",1908.7794313526,1943.85826946083,"Imputed","",1,"APT 119","FORT LAUDERDALE","SE 10TH AVE","2015","FL","333164516"
"202603",270575,"S35B","C0039",424,"I","S","R","011","FL","201208",158,2000,"02","J","2","0","2","9","Multi, 5-9 units",2008.88737200867,1985.31512390565,"Imputed","",1,"","SUNRISE","NW 91ST LN","3680","FL","333516482"
"202603",270576,"S35B","C0039",463,"I","S","R","011","FL","202508",2,563,"02","J","2","0","2","11","Multi, 20-49 units",618.793310209178,574.855755112088,"Imputed","",1,"APT 2203","SUNRISE","N PINE ISLAND RD","3821","FL","333516635"
"202603",270577,"S35B","C0039",503,"I","S","R","011","FL","201201",165,563,"01","Y","2","0","2","12","Multi, 50 units",620.643113723351,565.709241482158,"Collected","",1,"APT 4105","SUNRISE","N PINE ISLAND RD","3861","FL","333516660"
"202603",270578,"S35B","C0039",542,"I","S","R","011","FL","201905",77,1393,"01","Y","2","0","2","12","Multi, 50 units",1379.41123313801,1324.47736089682,"Collected","",1,"APT 5306","SUNRISE","N PINE ISLAND RD","3881","FL","333516671"
"202603",270579,"S35B","C0039",581,"I","S","R","011","FL","202503",7,2186,"01","Y","2","0","2","10","Multi,10-19 units",2376.91069982957,2377.03976105513,"Collected","",1,"APT 206","SUNRISE","N PINE ISLAND RD","4011","FL","333516760"
"202603",270580,"S35B","C0039",620,"I","S","R","011","FL","202303",31,2281,"01","Y","2","0","2","10","Multi,10-19 units",2420.6448708304,2420.6448708304,"Collected","",1,"APT 403","SUNRISE","N PINE ISLAND RD","4021","FL","333516769"
"202603",270581,"S35B","C0039",659,"I","S","R","011","FL","202303",31,2074,"01","Y","1","0","1","10","Multi,10-19 units",1994.72832988934,1994.72832988934,"Collected","",1,"APT 107","SUNRISE","N PINE ISLAND RD","4041","FL","333516777"
"202603",270582,"S35B","C0039",792,"I","S","R","011","FL","201810",84,2604,"01","Y","3","0","2","1","Single Detached",2668.28619459874,2668.16824761854,"Collected","",1,"","SUNRISE","NW 98TH WAY","4245","FL","333517689"
"202603",270583,"S35B","C0039",860,"I","S","R","011","FL","202301",33,2500,"01","Y","3","0","2","9","Multi, 5-9 units",2588.88641270553,2588.93339844559,"Collected","",1,"","SUNRISE","NW 90TH AVE","4024","FL","333518806"
"202603",270584,"S35B","C0039",909,"I","S","R","011","FL","201208",158,1945,"02","J","2","1","2","9","Multi, 5-9 units",1953.25008726794,1985.01644711787,"Imputed","",1,"","SUNRISE","NW 90TH AVE","4073","FL","333518814"
"202603",271292,"S35B","C0075",19,"I","S","R","086","FL","202106",52,3100,"01","Y","4","0","2","1","Single Detached",3085.26490615934,3085.36629484875,"Collected","",1,"","NORTH MIAMI BEACH","NE 176TH ST","321","FL","331621766"
"202603",271296,"S35B","C0075",93,"I","S","R","086","FL","200904",198,1400,"01","Y","1","0","1","2","Single Attached",1393.33948922509,1338.26904084459,"Collected","",1,"","NORTH MIAMI BEACH","NE 171ST TER","330","FL","331621862"
"202603",271300,"S35B","C0075",205,"I","S","R","086","FL","202309",25,2500,"01","Y","3","0","2","1","Single Detached",2488.11685980592,2488.19862487802,"Collected","",1,"","NORTH MIAMI BEACH","NE 178TH ST","550","FL","331621920"
"202603",271308,"S35B","C0075",383,"I","S","R","086","FL","201806",88,2600,"01","Y","2","0","1","2","Single Attached",2591.3454058577,2591.42026423805,"Collected","",1,"","NORTH MIAMI BEACH","NE 3RD CT","16910","FL","331622313"
"202603",271316,"S35B","C0075",493,"I","S","R","086","FL","202102",56,340,"01","Y","1","0","1","3","Mobile Home Trailer",1194.78205026904,1139.79800481041,"Collected","",1,"","NORTH MIAMI BEACH","NE 4TH PL","16915","FL","331623924"
"202603",271321,"S35B","C0075",587,"I","S","R","086","FL","202003",67,1500,"01","Y","2","0","2","2","Single Attached",1490.83753485131,1490.68281975917,"Collected","",1,"","NORTH MIAMI BEACH","NE 4TH PL","16880","FL","331623966"
"202603",271398,"S35B","C0085",163,"I","S","R","086","FL","202212",34,1450,"01","Y","1","0","1","11","Multi, 20-49 units",1444.766741534,1389.72727822672,"Collected","",1,"APT 16","HIALEAH","W 11TH ST","75","FL","330103948"
"202603",271400,"S35B","C0085",301,"I","S","R","086","FL","202206",40,1300,"02","J","1","0","1","2","Single Attached",1298.35871314315,1267.87751899173,"Imputed","",1,"APT 1E","HIALEAH","W 9TH ST","179","FL","330104001"
"202603",271402,"S35B","C0085",444,"I","S","R","086","FL","202108",50,1250,"01","Y","1","0","1","2","Single Attached",1268.36935973804,1213.40271173217,"Collected","",1,"APT 26","HIALEAH","PALM AVE","1010","FL","330104048"
"202603",271403,"S35B","C0085",512,"I","S","R","086","FL","200303",271,1555,"01","Y","2","0","1","10","Multi,10-19 units",1542.17868188318,1487.31098542871,"Collected","",1,"APT 11","HIALEAH","W 10TH ST","90","FL","330104070"
"202603",271404,"S35B","C0085",590,"I","S","R","086","FL","201302",152,1900,"02","J","2","0","2","10","Multi,10-19 units",1904.31769752428,1935.35065536678,"Imputed","",1,"APT 103","HIALEAH","W 11TH ST","37","FL","330104094"
"202603",271405,"S35B","C0085",673,"I","S","R","086","FL","201701",105,1800,"02","J","2","0","1","2","Single Attached",1936.35641777154,1895.77344782833,"Imputed","",1,"","HIALEAH","E 11TH ST","32","FL","330104134"
"202603",271406,"S35B","C0085",749,"I","S","R","086","FL","",0,0,"02","J","2","0","1","11","Multi, 20-49 units",2051.29391422008,2063.77411024149,"Imputed","",1,"APT 35","HIALEAH","E 9TH ST","99","FL","330104217"
